0,0.31419325707405177
1,0.3246313354537569
2,0.32337565347274083
3,0.32015685567474983
4,0.34940195723088074
5,0.725925189017111
6,0.900164744645799
7,0.9242953020134228
8,0.8998831320607713
9,0.9427662957074722
10,0.9156891495601173
11,0.6220282531296658
12,0.48393378773125606
13,0.3945141661912911
14,0.3912887774743722
15,0.4531641761107211
16,0.5052454204489862
17,0.4826447985971427
18,0.4867333846548627
19,0.4638600835783934
20,0.5206248610184567
21,0.6451634739050971
22,0.4778700945811778
23,0.34535422996961457
